Wall time,Step,Value
1737557923.175106,413,-12.757567405700684
1737558843.9678364,414,-12.866305351257324
1737559764.8075235,415,-12.900135040283203
1737560685.4442654,416,-12.536447525024414
1737561607.8218124,417,-12.75034999847412
1737562530.2288833,418,-12.775479316711426
1737563451.1590917,419,-12.679154396057127
1737564372.2499263,420,-12.736931800842283
1737565293.627697,421,-12.713130950927734
1737566214.3760617,422,-12.732409477233888
1737567135.082888,423,-12.59654426574707
1737568055.941134,424,-12.708965301513672
1737568976.7250478,425,-12.95102310180664
1737569897.337534,426,-12.72931957244873
1737570818.1417174,427,-12.969698905944824
1737571738.994655,428,-12.485383987426758
1737572659.8196378,429,-12.809173583984377
1737573580.504622,430,-12.750203132629396
1737574501.1440277,431,-12.783025741577148
1737575421.7686963,432,-12.865397453308104
1737576344.041844,433,-13.036459922790527
1737577264.5443106,434,-12.948283195495604
1737578185.1258762,435,-12.326312065124512
1737579105.7630928,436,-12.976678848266602
1737580026.415978,437,-12.662039756774902
1737580946.9691815,438,-12.72044563293457
1737581867.5379465,439,-12.928359985351562
1737582788.3744876,440,-13.05838680267334
1737583709.2566178,441,-12.69463348388672
1737584629.9221544,442,-12.899601936340332
1737585550.5874293,443,-12.788788795471191
1737586471.2683065,444,-12.433003425598145
1737587391.918178,445,-12.74070930480957
1737588312.442916,446,-12.60407829284668
1737589233.171636,447,-12.680556297302246
1737590153.9166884,448,-12.904014587402344
1737591074.6466362,449,-12.689348220825195
1737591995.329106,450,-12.862747192382812
1737592915.9640718,451,-12.939477920532228
1737593836.7251854,452,-12.704069137573242
1737594757.4714434,453,-12.8876371383667
1737595678.0927904,454,-12.743640899658203
1737596598.9009292,455,-12.641047477722168
1737597519.496939,456,-12.732877731323242
1737598440.1843216,457,-13.01357650756836
1737599360.7225945,458,-13.012126922607422
1737600281.389876,459,-13.02548599243164
1737601202.0118206,460,-12.739885330200195
1737602122.4337142,461,-12.674406051635742
1737603044.350107,462,-12.806351661682127
1737604099.0196824,463,-12.811844825744627
1737606198.1398098,464,-12.79449462890625
1737607493.4918911,465,-12.717135429382324
1737608772.944696,466,-12.908580780029297
1737609874.5832565,467,-13.076329231262209
1737610958.7750056,468,-12.595742225646973
1737611905.0689468,469,-12.793055534362791
1737612978.963403,470,-13.077037811279297
1737613906.4348495,471,-13.1085786819458
1737615029.9808097,472,-12.745737075805664
1737616008.8348024,473,-13.004243850708008
1737616960.5885775,474,-13.056204795837402
1737617885.969852,475,-12.974406242370604
1737618811.385145,476,-12.91246223449707
1737620008.5723264,477,-12.650668144226074
1737621487.5950968,478,-12.928316116333008
1737622985.654524,479,-12.828396797180176
1737624441.9682226,480,-13.016851425170898
1737625677.4042227,481,-12.941054344177246
1737626702.743346,482,-12.940650939941406
1737627755.600366,483,-13.108765602111816
1737628708.7547162,484,-13.146163940429688
